,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,Pagos en dólares,¿Tenés hijos/as menores de edad?,¿Qué tipo de cuarentena hiciste / estás haciendo?,¿Qué tanto sentís que te está apoyando tu empresa/organización en esta situación?,Trabajo para una empresa que no tiene oficina en mi ciudad,¿Cómo venís llevando la pandemia?,Valor dólar informal semestral
94,0,,,0,0.0,1.0,0.0,0,0.0,15.46
95,0,,,0,0.0,1.0,0.0,0,0.0,15.46
96,0,,,0,0.0,1.0,0.0,0,0.0,15.46
97,0,,,0,0.0,1.0,0.0,0,0.0,15.46
98,0,,,0,0.0,1.0,0.0,0,0.0,15.46
99,0,,,0,0.0,1.0,0.0,0,0.0,15.46
100,0,,,0,0.0,1.0,0.0,0,0.0,15.46
101,0,,,0,0.0,1.0,0.0,0,0.0,15.46
102,0,,,0,0.0,1.0,0.0,0,0.0,15.46
103,0,,,0,0.0,1.0,0.0,0,0.0,15.46
104,0,,,0,0.0,1.0,0.0,0,0.0,15.46
105,0,,,0,0.0,1.0,0.0,0,0.0,15.46
106,0,,,0,0.0,1.0,0.0,0,0.0,15.46
107,0,,,0,0.0,1.0,0.0,0,0.0,15.46
108,0,,,0,0.0,1.0,0.0,0,0.0,15.46
109,0,,,0,0.0,1.0,0.0,0,0.0,15.46
110,0,,,0,0.0,1.0,0.0,0,0.0,15.46
111,0,,,0,0.0,1.0,0.0,0,0.0,15.46
112,0,,,0,0.0,1.0,0.0,0,0.0,15.46
113,0,,,0,0.0,1.0,0.0,0,0.0,15.46
114,0,,,0,0.0,1.0,0.0,0,0.0,15.46
115,0,,,0,0.0,1.0,0.0,0,0.0,15.46
116,0,,,0,0.0,1.0,0.0,0,0.0,15.46
117,0,,,0,0.0,1.0,0.0,0,0.0,15.46
118,0,,,0,0.0,1.0,0.0,0,0.0,15.46
119,0,,,0,0.0,1.0,0.0,0,0.0,15.46
120,0,,,0,0.0,1.0,0.0,0,0.0,15.46
121,0,,,0,0.0,1.0,0.0,0,0.0,15.46
122,0,,,0,0.0,1.0,0.0,0,0.0,15.46
123,0,,,0,0.0,1.0,0.0,0,0.0,15.46
124,0,,,0,0.0,1.0,0.0,0,0.0,15.46
125,0,,,0,0.0,1.0,0.0,0,0.0,15.46
126,0,,,0,0.0,1.0,0.0,0,0.0,15.46
127,0,,,0,0.0,1.0,0.0,0,0.0,15.46
128,0,,,0,0.0,1.0,0.0,0,0.0,15.46
129,0,,,0,0.0,1.0,0.0,0,0.0,15.46
130,0,,,0,0.0,1.0,0.0,0,0.0,15.46
131,0,,,0,0.0,1.0,0.0,0,0.0,15.46
132,0,,,0,0.0,1.0,0.0,0,0.0,15.46
133,0,,,0,0.0,1.0,0.0,0,0.0,15.46
134,0,,,0,0.0,1.0,0.0,0,0.0,15.46
135,0,,,0,0.0,1.0,0.0,0,0.0,15.46
136,0,,,0,0.0,1.0,0.0,0,0.0,15.46
137,0,,,0,0.0,1.0,0.0,0,0.0,15.46
138,0,,,0,0.0,1.0,0.0,0,0.0,15.46
139,0,,,0,0.0,1.0,0.0,0,0.0,15.46
140,0,,,0,0.0,1.0,0.0,0,0.0,15.46
141,0,,,0,0.0,1.0,0.0,0,0.0,15.46
142,0,,,0,0.0,1.0,0.0,0,0.0,15.46
143,0,,,0,0.0,1.0,0.0,0,0.0,15.46
144,0,,,0,0.0,1.0,0.0,0,0.0,15.46
145,0,,,0,0.0,1.0,0.0,0,0.0,15.46
146,0,,,0,0.0,1.0,0.0,0,0.0,15.46
147,0,,,0,0.0,1.0,0.0,0,0.0,15.46
148,0,,,0,0.0,1.0,0.0,0,0.0,15.46
149,0,,,0,0.0,1.0,0.0,0,0.0,15.46
150,0,,,0,0.0,1.0,0.0,0,0.0,15.46
151,0,,,0,0.0,1.0,0.0,0,0.0,15.46
152,0,,,0,0.0,1.0,0.0,0,0.0,15.46
153,0,,,0,0.0,1.0,0.0,0,0.0,15.46
154,0,,,0,0.0,1.0,0.0,0,0.0,15.46
155,0,,,0,0.0,1.0,0.0,0,0.0,15.46
156,0,,,0,0.0,1.0,0.0,0,0.0,15.46
157,0,,,0,0.0,1.0,0.0,0,0.0,15.46
158,0,,,0,0.0,1.0,0.0,0,0.0,15.46
159,0,,,0,0.0,1.0,0.0,0,0.0,15.46
160,0,,,0,0.0,1.0,0.0,0,0.0,15.46
161,0,,,0,0.0,1.0,0.0,0,0.0,15.46
162,0,,,0,0.0,1.0,0.0,0,0.0,15.46
163,0,,,0,0.0,1.0,0.0,0,0.0,15.46
164,0,,,0,0.0,1.0,0.0,0,0.0,15.46
165,0,,,0,0.0,1.0,0.0,0,0.0,15.46
166,0,,,0,0.0,1.0,0.0,0,0.0,15.46
167,0,,,0,0.0,1.0,0.0,0,0.0,15.46
168,0,,,0,0.0,1.0,0.0,0,0.0,15.46
169,0,,,0,0.0,1.0,0.0,0,0.0,15.46
170,0,,,0,0.0,1.0,0.0,0,0.0,15.46
171,0,,,0,0.0,1.0,0.0,0,0.0,15.46
172,0,,,0,0.0,1.0,0.0,0,0.0,15.46
173,0,,,0,0.0,1.0,0.0,0,0.0,15.46
174,0,,,0,0.0,1.0,0.0,0,0.0,15.46
175,0,,,0,0.0,1.0,0.0,0,0.0,15.46
176,0,,,0,0.0,1.0,0.0,0,0.0,15.46
177,0,,,0,0.0,1.0,0.0,0,0.0,15.46
178,0,,,0,0.0,1.0,0.0,0,0.0,15.46
179,0,,,0,0.0,1.0,0.0,0,0.0,15.46
180,0,,,0,0.0,1.0,0.0,0,0.0,15.46
181,0,,,0,0.0,1.0,0.0,0,0.0,15.46
182,0,,,0,0.0,1.0,0.0,0,0.0,15.46
183,0,,,0,0.0,1.0,0.0,0,0.0,15.46
184,0,,,0,0.0,1.0,0.0,0,0.0,15.46
185,0,,,0,0.0,1.0,0.0,0,0.0,15.46
186,0,,,0,0.0,1.0,0.0,0,0.0,15.46
187,0,,,0,0.0,1.0,0.0,0,0.0,15.46
188,0,,,0,0.0,1.0,0.0,0,0.0,15.46
189,0,,,0,0.0,1.0,0.0,0,0.0,15.46
190,0,,,0,0.0,1.0,0.0,0,0.0,15.46
191,0,,,0,0.0,1.0,0.0,0,0.0,15.46
192,0,,,0,0.0,1.0,0.0,0,0.0,15.46
193,0,,,0,0.0,1.0,0.0,0,0.0,15.46
194,0,,,0,0.0,1.0,0.0,0,0.0,15.46
195,0,,,0,0.0,1.0,0.0,0,0.0,15.46
196,0,,,0,0.0,1.0,0.0,0,0.0,15.46
197,0,,,0,0.0,1.0,0.0,0,0.0,15.46
198,0,,,0,0.0,1.0,0.0,0,0.0,15.46
199,0,,,0,0.0,1.0,0.0,0,0.0,15.46
200,0,,,0,0.0,1.0,0.0,0,0.0,15.46
201,0,,,0,0.0,1.0,0.0,0,0.0,15.46
202,0,,,0,0.0,1.0,0.0,0,0.0,15.46
203,0,,,0,0.0,1.0,0.0,0,0.0,15.46
204,0,,,0,0.0,1.0,0.0,0,0.0,15.46
205,0,,,0,0.0,1.0,0.0,0,0.0,15.46
206,0,,,0,0.0,1.0,0.0,0,0.0,15.46
207,0,,,0,0.0,1.0,0.0,0,0.0,15.46
208,0,,,0,0.0,1.0,0.0,0,0.0,15.46
209,0,,,0,0.0,1.0,0.0,0,0.0,15.46
210,0,,,0,0.0,1.0,0.0,0,0.0,15.46
211,0,,,0,0.0,1.0,0.0,0,0.0,15.46
212,0,,,0,0.0,1.0,0.0,0,0.0,15.46
213,0,,,0,0.0,1.0,0.0,0,0.0,15.46
214,0,,,0,0.0,1.0,0.0,0,0.0,15.46
215,0,,,0,0.0,1.0,0.0,0,0.0,15.46
216,0,,,0,0.0,1.0,0.0,0,0.0,15.46
217,0,,,0,0.0,1.0,0.0,0,0.0,15.46
218,0,,,0,0.0,1.0,0.0,0,0.0,15.46
219,0,,,0,0.0,1.0,0.0,0,0.0,15.46
220,0,,,0,0.0,1.0,0.0,0,0.0,15.46
221,0,,,0,0.0,1.0,0.0,0,0.0,15.46
222,0,,,0,0.0,1.0,0.0,0,0.0,15.46
223,0,,,0,0.0,1.0,0.0,0,0.0,15.46
224,0,,,0,0.0,1.0,0.0,0,0.0,15.46
225,0,,,0,0.0,1.0,0.0,0,0.0,15.46
226,0,,,0,0.0,1.0,0.0,0,0.0,15.46
227,0,,,0,0.0,1.0,0.0,0,0.0,15.46
228,0,,,0,0.0,1.0,0.0,0,0.0,15.46
229,0,,,0,0.0,1.0,0.0,0,0.0,15.46
230,0,,,0,0.0,1.0,0.0,0,0.0,15.46
231,0,,,0,0.0,1.0,0.0,0,0.0,15.46
232,0,,,0,0.0,1.0,0.0,0,0.0,15.46
233,0,,,0,0.0,1.0,0.0,0,0.0,15.46
234,0,,,0,0.0,1.0,0.0,0,0.0,15.46
235,0,,,0,0.0,1.0,0.0,0,0.0,15.46
236,0,,,0,0.0,1.0,0.0,0,0.0,15.46
237,0,,,0,0.0,1.0,0.0,0,0.0,15.46
238,0,,,0,0.0,1.0,0.0,0,0.0,15.46
239,0,,,0,0.0,1.0,0.0,0,0.0,15.46
240,0,,,0,0.0,1.0,0.0,0,0.0,15.46
241,0,,,0,0.0,1.0,0.0,0,0.0,15.46
242,0,,,0,0.0,1.0,0.0,0,0.0,15.46
243,0,,,0,0.0,1.0,0.0,0,0.0,15.46
244,0,,,0,0.0,1.0,0.0,0,0.0,15.46
245,0,,,0,0.0,1.0,0.0,0,0.0,15.46
246,0,,,0,0.0,1.0,0.0,0,0.0,15.46
247,0,,,0,0.0,1.0,0.0,0,0.0,15.46
248,0,,,0,0.0,1.0,0.0,0,0.0,15.46
249,0,,,0,0.0,1.0,0.0,0,0.0,15.46
250,0,,,0,0.0,1.0,0.0,0,0.0,15.46
251,0,,,0,0.0,1.0,0.0,0,0.0,15.46
252,0,,,0,0.0,1.0,0.0,0,0.0,15.46
253,0,,,0,0.0,1.0,0.0,0,0.0,15.46
254,0,,,0,0.0,1.0,0.0,0,0.0,15.46
255,0,,,0,0.0,1.0,0.0,0,0.0,15.46
256,0,,,0,0.0,1.0,0.0,0,0.0,15.46
257,0,,,0,0.0,1.0,0.0,0,0.0,15.46
258,0,,,0,0.0,1.0,0.0,0,0.0,15.46
259,0,,,0,0.0,1.0,0.0,0,0.0,15.46
260,0,,,0,0.0,1.0,0.0,0,0.0,15.46
261,0,,,0,0.0,1.0,0.0,0,0.0,15.46
262,0,,,0,0.0,1.0,0.0,0,0.0,15.46
263,0,,,0,0.0,1.0,0.0,0,0.0,15.46
264,0,,,0,0.0,1.0,0.0,0,0.0,15.46
265,0,,,0,0.0,1.0,0.0,0,0.0,15.46
266,0,,,0,0.0,1.0,0.0,0,0.0,15.46
267,0,,,0,0.0,1.0,0.0,0,0.0,15.46
268,0,,,0,0.0,1.0,0.0,0,0.0,15.46
269,0,,,0,0.0,1.0,0.0,0,0.0,15.46
270,0,,,0,0.0,1.0,0.0,0,0.0,15.46
271,0,,,0,0.0,1.0,0.0,0,0.0,15.46
272,0,,,0,0.0,1.0,0.0,0,0.0,15.46
273,0,,,0,0.0,1.0,0.0,0,0.0,15.46
274,0,,,0,0.0,1.0,0.0,0,0.0,15.46
275,0,,,0,0.0,1.0,0.0,0,0.0,15.46
276,0,,,0,0.0,1.0,0.0,0,0.0,15.46
277,0,,,0,0.0,1.0,0.0,0,0.0,15.46
278,0,,,0,0.0,1.0,0.0,0,0.0,15.46
279,0,,,0,0.0,1.0,0.0,0,0.0,15.46
280,0,,,0,0.0,1.0,0.0,0,0.0,15.46
281,0,,,0,0.0,1.0,0.0,0,0.0,15.46
282,0,,,0,0.0,1.0,0.0,0,0.0,15.46
283,0,,,0,0.0,1.0,0.0,0,0.0,15.46
284,0,,,0,0.0,1.0,0.0,0,0.0,15.46
285,0,,,0,0.0,1.0,0.0,0,0.0,15.46
286,0,,,0,0.0,1.0,0.0,0,0.0,15.46
287,0,,,0,0.0,1.0,0.0,0,0.0,15.46
288,0,,,0,0.0,1.0,0.0,0,0.0,15.46
289,0,,,0,0.0,1.0,0.0,0,0.0,15.46
290,0,,,0,0.0,1.0,0.0,0,0.0,15.46
291,0,,,0,0.0,1.0,0.0,0,0.0,15.46
292,0,,,0,0.0,1.0,0.0,0,0.0,15.46
293,0,,,0,0.0,1.0,0.0,0,0.0,15.46
294,0,,,0,0.0,1.0,0.0,0,0.0,15.46
295,0,,,0,0.0,1.0,0.0,0,0.0,15.46
296,0,,,0,0.0,1.0,0.0,0,0.0,15.46
297,0,,,0,0.0,1.0,0.0,0,0.0,15.46
298,0,,,0,0.0,1.0,0.0,0,0.0,15.46
299,0,,,0,0.0,1.0,0.0,0,0.0,15.46
300,0,,,0,0.0,1.0,0.0,0,0.0,15.46
301,0,,,0,0.0,1.0,0.0,0,0.0,15.46
302,0,,,0,0.0,1.0,0.0,0,0.0,15.46
303,0,,,0,0.0,1.0,0.0,0,0.0,15.46
304,0,,,0,0.0,1.0,0.0,0,0.0,15.46
305,0,,,0,0.0,1.0,0.0,0,0.0,15.46
306,0,,,0,0.0,1.0,0.0,0,0.0,15.46
307,0,,,0,0.0,1.0,0.0,0,0.0,15.46
308,0,,,0,0.0,1.0,0.0,0,0.0,15.46
309,0,,,0,0.0,1.0,0.0,0,0.0,15.46
310,0,,,0,0.0,1.0,0.0,0,0.0,15.46
311,0,,,0,0.0,1.0,0.0,0,0.0,15.46
312,0,,,0,0.0,1.0,0.0,0,0.0,15.46
313,0,,,0,0.0,1.0,0.0,0,0.0,15.46
314,0,,,0,0.0,1.0,0.0,0,0.0,15.46
315,0,,,0,0.0,1.0,0.0,0,0.0,15.46
316,0,,,0,0.0,1.0,0.0,0,0.0,15.46
317,0,,,0,0.0,1.0,0.0,0,0.0,15.46
318,0,,,0,0.0,1.0,0.0,0,0.0,15.46
319,0,,,0,0.0,1.0,0.0,0,0.0,15.46
320,0,,,0,0.0,1.0,0.0,0,0.0,15.46
321,0,,,0,0.0,1.0,0.0,0,0.0,15.46
322,0,,,0,0.0,1.0,0.0,0,0.0,15.46
323,0,,,0,0.0,1.0,0.0,0,0.0,15.46
324,0,,,0,0.0,1.0,0.0,0,0.0,15.46
325,0,,,0,0.0,1.0,0.0,0,0.0,15.46
326,0,,,0,0.0,1.0,0.0,0,0.0,15.46
327,0,,,0,0.0,1.0,0.0,0,0.0,15.46
328,0,,,0,0.0,1.0,0.0,0,0.0,15.46
329,0,,,0,0.0,1.0,0.0,0,0.0,15.46
330,0,,,0,0.0,1.0,0.0,0,0.0,15.46
331,0,,,0,0.0,1.0,0.0,0,0.0,15.46
332,0,,,0,0.0,1.0,0.0,0,0.0,15.46
333,0,,,0,0.0,1.0,0.0,0,0.0,15.46
334,0,,,0,0.0,1.0,0.0,0,0.0,15.46
335,0,,,0,0.0,1.0,0.0,0,0.0,15.46
336,0,,,0,0.0,1.0,0.0,0,0.0,15.46
337,0,,,0,0.0,1.0,0.0,0,0.0,15.46
338,0,,,0,0.0,1.0,0.0,0,0.0,15.46
339,0,,,0,0.0,1.0,0.0,0,0.0,15.46
340,0,,,0,0.0,1.0,0.0,0,0.0,15.46
341,0,,,0,0.0,1.0,0.0,0,0.0,15.46
342,0,,,0,0.0,1.0,0.0,0,0.0,15.46
343,0,,,0,0.0,1.0,0.0,0,0.0,15.46
344,0,,,0,0.0,1.0,0.0,0,0.0,15.46
345,0,,,0,0.0,1.0,0.0,0,0.0,15.46
346,0,,,0,0.0,1.0,0.0,0,0.0,15.46
347,0,,,0,0.0,1.0,0.0,0,0.0,15.46
348,0,,,0,0.0,1.0,0.0,0,0.0,15.46
349,0,,,0,0.0,1.0,0.0,0,0.0,15.46
350,0,,,0,0.0,1.0,0.0,0,0.0,15.46
351,0,,,0,0.0,1.0,0.0,0,0.0,15.46
352,0,,,0,0.0,1.0,0.0,0,0.0,15.46
353,0,,,0,0.0,1.0,0.0,0,0.0,15.46
354,0,,,0,0.0,1.0,0.0,0,0.0,15.46
355,0,,,0,0.0,1.0,0.0,0,0.0,15.46
356,0,,,0,0.0,1.0,0.0,0,0.0,15.46
357,0,,,0,0.0,1.0,0.0,0,0.0,15.46
358,0,,,0,0.0,1.0,0.0,0,0.0,15.46
359,0,,,0,0.0,1.0,0.0,0,0.0,15.46
360,0,,,0,0.0,1.0,0.0,0,0.0,15.46
361,0,,,0,0.0,1.0,0.0,0,0.0,15.46
362,0,,,0,0.0,1.0,0.0,0,0.0,15.46
363,0,,,0,0.0,1.0,0.0,0,0.0,15.46
364,0,,,0,0.0,1.0,0.0,0,0.0,15.46
365,0,,,0,0.0,1.0,0.0,0,0.0,15.46
366,0,,,0,0.0,1.0,0.0,0,0.0,15.46
367,0,,,0,0.0,1.0,0.0,0,0.0,15.46
368,0,,,0,0.0,1.0,0.0,0,0.0,15.46
369,0,,,0,0.0,1.0,0.0,0,0.0,15.46
370,0,,,0,0.0,1.0,0.0,0,0.0,15.46
371,0,,,0,0.0,1.0,0.0,0,0.0,15.46
372,0,,,0,0.0,1.0,0.0,0,0.0,15.46
373,0,,,0,0.0,1.0,0.0,0,0.0,15.46
374,0,,,0,0.0,1.0,0.0,0,0.0,15.46
375,0,,,0,0.0,1.0,0.0,0,0.0,15.46
376,0,,,0,0.0,1.0,0.0,0,0.0,15.46
377,0,,,0,0.0,1.0,0.0,0,0.0,15.46
378,0,,,0,0.0,1.0,0.0,0,0.0,15.46
379,0,,,0,0.0,1.0,0.0,0,0.0,15.46
380,0,,,0,0.0,1.0,0.0,0,0.0,15.46
381,0,,,0,0.0,1.0,0.0,0,0.0,15.46
382,0,,,0,0.0,1.0,0.0,0,0.0,15.46
383,0,,,0,0.0,1.0,0.0,0,0.0,15.46
384,0,,,0,0.0,1.0,0.0,0,0.0,15.46
385,0,,,0,0.0,1.0,0.0,0,0.0,15.46
386,0,,,0,0.0,1.0,0.0,0,0.0,15.46
387,0,,,0,0.0,1.0,0.0,0,0.0,15.46
388,0,,,0,0.0,1.0,0.0,0,0.0,15.46
389,0,,,0,0.0,1.0,0.0,0,0.0,15.46
390,0,,,0,0.0,1.0,0.0,0,0.0,15.46
391,0,,,0,0.0,1.0,0.0,0,0.0,15.46
392,0,,,0,0.0,1.0,0.0,0,0.0,15.46
393,0,,,0,0.0,1.0,0.0,0,0.0,15.46
394,0,,,0,0.0,1.0,0.0,0,0.0,15.46
395,0,,,0,0.0,1.0,0.0,0,0.0,15.46
396,0,,,0,0.0,1.0,0.0,0,0.0,15.46
397,0,,,0,0.0,1.0,0.0,0,0.0,15.46
398,0,,,0,0.0,1.0,0.0,0,0.0,15.46
399,0,,,0,0.0,1.0,0.0,0,0.0,15.46
400,0,,,0,0.0,1.0,0.0,0,0.0,15.46
401,0,,,0,0.0,1.0,0.0,0,0.0,15.46
402,0,,,0,0.0,1.0,0.0,0,0.0,15.46
403,0,,,0,0.0,1.0,0.0,0,0.0,15.46
404,0,,,0,0.0,1.0,0.0,0,0.0,15.46
405,0,,,0,0.0,1.0,0.0,0,0.0,15.46
406,0,,,0,0.0,1.0,0.0,0,0.0,15.46
407,0,,,0,0.0,1.0,0.0,0,0.0,15.46
408,0,,,0,0.0,1.0,0.0,0,0.0,15.46
409,0,,,0,0.0,1.0,0.0,0,0.0,15.46
410,0,,,0,0.0,1.0,0.0,0,0.0,15.46
411,0,,,0,0.0,1.0,0.0,0,0.0,15.46
412,0,,,0,0.0,1.0,0.0,0,0.0,15.46
413,0,,,0,0.0,1.0,0.0,0,0.0,15.46
414,0,,,0,0.0,1.0,0.0,0,0.0,15.46
415,0,,,0,0.0,1.0,0.0,0,0.0,15.46
416,0,,,0,0.0,1.0,0.0,0,0.0,15.46
417,0,,,0,0.0,1.0,0.0,0,0.0,15.46
418,0,,,0,0.0,1.0,0.0,0,0.0,15.46
419,0,,,0,0.0,1.0,0.0,0,0.0,15.46
420,0,,,0,0.0,1.0,0.0,0,0.0,15.46
421,0,,,0,0.0,1.0,0.0,0,0.0,15.46
422,0,,,0,0.0,1.0,0.0,0,0.0,15.46
423,0,,,0,0.0,1.0,0.0,0,0.0,15.46
424,0,,,0,0.0,1.0,0.0,0,0.0,15.46
425,0,,,0,0.0,1.0,0.0,0,0.0,15.46
426,0,,,0,0.0,1.0,0.0,0,0.0,15.46
427,0,,,0,0.0,1.0,0.0,0,0.0,15.46
428,0,,,0,0.0,1.0,0.0,0,0.0,15.46
429,0,,,0,0.0,1.0,0.0,0,0.0,15.46
430,0,,,0,0.0,1.0,0.0,0,0.0,15.46
431,0,,,0,0.0,1.0,0.0,0,0.0,15.46
432,0,,,0,0.0,1.0,0.0,0,0.0,15.46
433,0,,,0,0.0,1.0,0.0,0,0.0,15.46
434,0,,,0,0.0,1.0,0.0,0,0.0,15.46
435,0,,,0,0.0,1.0,0.0,0,0.0,15.46
436,0,,,0,0.0,1.0,0.0,0,0.0,15.46
437,0,,,0,0.0,1.0,0.0,0,0.0,15.46
438,0,,,0,0.0,1.0,0.0,0,0.0,15.46
439,0,,,0,0.0,1.0,0.0,0,0.0,15.46
440,0,,,0,0.0,1.0,0.0,0,0.0,15.46
441,0,,,0,0.0,1.0,0.0,0,0.0,15.46
442,0,,,0,0.0,1.0,0.0,0,0.0,15.46
443,0,,,0,0.0,1.0,0.0,0,0.0,15.46
444,0,,,0,0.0,1.0,0.0,0,0.0,15.46
445,0,,,0,0.0,1.0,0.0,0,0.0,15.46
446,0,,,0,0.0,1.0,0.0,0,0.0,15.46
447,0,,,0,0.0,1.0,0.0,0,0.0,15.46
448,0,,,0,0.0,1.0,0.0,0,0.0,15.46
449,0,,,0,0.0,1.0,0.0,0,0.0,15.46
450,0,,,0,0.0,1.0,0.0,0,0.0,15.46
451,0,,,0,0.0,1.0,0.0,0,0.0,15.46
452,0,,,0,0.0,1.0,0.0,0,0.0,15.46
